timestamp,open,high,low,close,volume,datetime,symbol,exchange,timeframe
1738252800000,3255.3,3279.95,3249.06,3278.93,14958.1308,2025-01-30 16:00:00,ETH/USDT,binance,1h
1738252800000,241.08,243.42,240.67,243.21,111400.91,2025-01-30 16:00:00,SOL/USDT,binance,1h
1738256400000,105696.96,105698.27,104900.14,105300.01,858.48699,2025-01-30 17:00:00,BTC/USDT,binance,1h
1738256400000,3278.94,3283.43,3257.42,3272.6,14140.3626,2025-01-30 17:00:00,ETH/USDT,binance,1h
1738256400000,243.2,243.22,240.01,241.07,104375.2,2025-01-30 17:00:00,SOL/USDT,binance,1h
1738260000000,105300.01,105583.39,104762.59,105578.95,669.46961,2025-01-30 18:00:00,BTC/USDT,binance,1h
1738260000000,3272.6,3276.97,3255.22,3270.34,11568.313,2025-01-30 18:00:00,ETH/USDT,binance,1h
1738260000000,241.08,241.7,239.33,241.09,78431.549,2025-01-30 18:00:00,SOL/USDT,binance,1h
1738263600000,105578.96,105776.87,105231.58,105711.27,622.48257,2025-01-30 19:00:00,BTC/USDT,binance,1h
1738263600000,3270.34,3276.27,3255.9,3271.61,8095.3391,2025-01-30 19:00:00,ETH/USDT,binance,1h
1738263600000,241.09,241.38,238.72,241.13,191797.531,2025-01-30 19:00:00,SOL/USDT,binance,1h
1738267200000,105711.28,105821.62,104815.82,104907.15,1118.42753,2025-01-30 20:00:00,BTC/USDT,binance,1h
1738267200000,3271.6,3273.2,3228.68,3231.6,20815.1696,2025-01-30 20:00:00,ETH/USDT,binance,1h
1738267200000,241.14,241.23,238.4,238.63,127350.266,2025-01-30 20:00:00,SOL/USDT,binance,1h
1738270800000,104907.1,105217.17,104805.15,105048.89,488.85335,2025-01-30 21:00:00,BTC/USDT,binance,1h
1738270800000,3231.6,3248.13,3231.5,3244.35,7689.4888,2025-01-30 21:00:00,ETH/USDT,binance,1h
1738270800000,238.63,240.64,238.62,240.51,58979.626,2025-01-30 21:00:00,SOL/USDT,binance,1h
1738274400000,105048.89,105351.29,104962.11,105094.56,279.52567,2025-01-30 22:00:00,BTC/USDT,binance,1h
1738274400000,3244.35,3272.0,3238.28,3260.88,7185.0461,2025-01-30 22:00:00,ETH/USDT,binance,1h
1738274400000,240.51,242.2,239.43,239.97,136787.03,2025-01-30 22:00:00,SOL/USDT,binance,1h
1738278000000,105094.57,105254.0,104693.82,104722.94,395.49962,2025-01-30 23:00:00,BTC/USDT,binance,1h
1738278000000,3260.88,3270.0,3245.52,3247.39,6458.8402,2025-01-30 23:00:00,ETH/USDT,binance,1h
1738278000000,239.96,240.81,238.3,238.31,55398.093,2025-01-30 23:00:00,SOL/USDT,binance,1h
1738281600000,104722.94,105029.72,104400.0,104898.49,652.01906,2025-01-31 00:00:00,BTC/USDT,binance,1h
1738281600000,3247.38,3271.6,3237.23,3270.5,10592.0236,2025-01-31 00:00:00,ETH/USDT,binance,1h
1738281600000,238.3,239.19,236.16,238.86,106252.084,2025-01-31 00:00:00,SOL/USDT,binance,1h
1738285200000,104898.48,104908.15,104420.97,104729.58,393.75062,2025-01-31 01:00:00,BTC/USDT,binance,1h
1738285200000,3270.5,3273.89,3254.09,3270.63,8308.0162,2025-01-31 01:00:00,ETH/USDT,binance,1h
1738285200000,238.86,239.07,236.86,237.72,70985.569,2025-01-31 01:00:00,SOL/USDT,binance,1h
1738288800000,104729.95,104851.99,104255.01,104341.72,583.78993,2025-01-31 02:00:00,BTC/USDT,binance,1h
1738288800000,3270.63,3279.5,3247.37,3247.61,11293.6476,2025-01-31 02:00:00,ETH/USDT,binance,1h
1738288800000,237.72,238.42,236.48,237.63,111709.773,2025-01-31 02:00:00,SOL/USDT,binance,1h
1738292400000,104341.73,104377.76,103930.09,104344.46,880.98826,2025-01-31 03:00:00,BTC/USDT,binance,1h
1738292400000,3247.6,3247.61,3221.2,3230.65,14679.6715,2025-01-31 03:00:00,ETH/USDT,binance,1h
1738292400000,237.63,237.65,235.13,235.95,128904.323,2025-01-31 03:00:00,SOL/USDT,binance,1h
1738296000000,104344.46,104547.24,103972.13,104007.58,395.0513,2025-01-31 04:00:00,BTC/USDT,binance,1h
1738296000000,3230.65,3235.88,3213.8,3216.61,9004.3773,2025-01-31 04:00:00,ETH/USDT,binance,1h
1738296000000,235.95,236.68,234.92,235.91,67292.726,2025-01-31 04:00:00,SOL/USDT,binance,1h
1738299600000,104007.59,104484.09,104007.59,104319.87,359.47579,2025-01-31 05:00:00,BTC/USDT,binance,1h
1738299600000,3216.61,3248.93,3216.0,3245.32,7969.9571,2025-01-31 05:00:00,ETH/USDT,binance,1h
1738299600000,235.92,237.84,235.8,237.55,64300.99,2025-01-31 05:00:00,SOL/USDT,binance,1h
1738303200000,104319.87,104745.1,104298.73,104511.02,327.85317,2025-01-31 06:00:00,BTC/USDT,binance,1h
1738303200000,3245.32,3271.5,3241.62,3262.93,13003.4056,2025-01-31 06:00:00,ETH/USDT,binance,1h
1738303200000,237.56,238.25,237.1,237.79,38510.71,2025-01-31 06:00:00,SOL/USDT,binance,1h
1738306800000,104511.03,104814.46,104002.01,104188.56,786.55841,2025-01-31 07:00:00,BTC/USDT,binance,1h
1738306800000,3262.94,3276.93,3239.2,3241.63,20512.5934,2025-01-31 07:00:00,ETH/USDT,binance,1h
1738306800000,237.78,238.41,235.42,235.73,69946.889,2025-01-31 07:00:00,SOL/USDT,binance,1h
1738310400000,104188.57,104321.98,104013.63,104028.78,441.99171,2025-01-31 08:00:00,BTC/USDT,binance,1h
1738310400000,3241.63,3249.08,3234.05,3237.01,15422.324,2025-01-31 08:00:00,ETH/USDT,binance,1h
1738310400000,235.73,236.17,235.0,235.12,135735.238,2025-01-31 08:00:00,SOL/USDT,binance,1h
1738314000000,104028.79,104329.73,103936.54,104256.56,677.9336,2025-01-31 09:00:00,BTC/USDT,binance,1h
1738314000000,3237.01,3271.33,3235.0,3266.4,14051.4631,2025-01-31 09:00:00,ETH/USDT,binance,1h
1738314000000,235.12,235.83,234.19,235.73,112663.953,2025-01-31 09:00:00,SOL/USDT,binance,1h
1738317600000,104256.57,104431.49,104080.1,104284.1,298.57773,2025-01-31 10:00:00,BTC/USDT,binance,1h
1738317600000,3266.4,3272.0,3256.57,3269.68,13877.8108,2025-01-31 10:00:00,ETH/USDT,binance,1h
1738317600000,235.73,236.51,235.01,236.06,75047.159,2025-01-31 10:00:00,SOL/USDT,binance,1h
